,study_accession,experiment_accession,experiment_title,sample_taxon_id,sample_scientific_name,experiment_library_strategy,experiment_library_source,experiment_library_selection,sample_accession,sample_alias,experiment_instrument_model,pool_member_spots,run_1_size,run_1_accession,run_1_total_spots,run_1_total_bases
469,SRP398261,SRX17641357,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2815,1776180,SRR21641360,2815,1917696
470,SRP398261,SRX17641356,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,854,3309133,SRR21641361,854,3491317
471,SRP398261,SRX17641355,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2662,5614502,SRR21641362,2662,6299414
472,SRP398261,SRX17641354,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2743,3689868,SRR21641363,2743,4104116
473,SRP398261,SRX17641353,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2739,4263788,SRR21641364,2739,4762592
474,SRP398261,SRX17641352,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2789,2285810,SRR21641365,2789,2498197
475,SRP398261,SRX17641351,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2762,4095972,SRR21641366,2762,4565991
476,SRP398261,SRX17641350,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2657,2963886,SRR21641367,2657,3275449
477,SRP398261,SRX17641349,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2616,3162048,SRR21641368,2616,3504938
478,SRP398261,SRX17641348,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2829,2517969,SRR21641369,2829,2762040
479,SRP398261,SRX17641347,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2813,1814877,SRR21641370,2813,1961143
480,SRP398261,SRX17641346,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2830,2017307,SRR21641371,2830,2192963
481,SRP398261,SRX17641345,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2681,4577565,SRR21641372,2681,4829705
482,SRP398261,SRX17641344,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2705,2980740,SRR21641373,2705,3293731
483,SRP398261,SRX17641343,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2677,4117336,SRR21641374,2677,4590502
484,SRP398261,SRX17641342,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2857,2379291,SRR21641375,2857,2603813
485,SRP398261,SRX17641341,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2695,3073085,SRR21641376,2695,3398090
486,SRP398261,SRX17641340,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2762,1854674,SRR21641377,2762,2009310
487,SRP398261,SRX17641339,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2810,2397358,SRR21641378,2810,2626046
488,SRP398261,SRX17641338,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2701,2857199,SRR21641379,2701,3153589
489,SRP398261,SRX17641337,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2883,2619184,SRR21641380,2883,2879477
490,SRP398261,SRX17641336,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2857,2100657,SRR21641381,2857,2286039
491,SRP398261,SRX17641335,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2817,2257689,SRR21641382,2817,2467770
492,SRP398261,SRX17641334,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2889,4555988,SRR21641383,2889,4803495
493,SRP398261,SRX17641333,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2673,4920452,SRR21641384,2673,5508842
494,SRP398261,SRX17641332,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2703,2877264,SRR21641385,2703,3175661
495,SRP398261,SRX17641331,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2751,4666557,SRR21641386,2751,5219155
496,SRP398261,SRX17641330,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2815,2036591,SRR21641387,2815,2214466
497,SRP398261,SRX17641329,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2782,1993541,SRR21641388,2782,2165057
498,SRP398261,SRX17641328,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2742,3508395,SRR21641389,2742,3894105
499,SRP398261,SRX17641327,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2753,3901817,SRR21641390,2753,4341223
500,SRP398261,SRX17641326,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2860,2574513,SRR21641391,2860,2828047
501,SRP398261,SRX17641325,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2864,2441685,SRR21641392,2864,2676199
502,SRP398261,SRX17641324,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2694,2813003,SRR21641393,2694,3103494
503,SRP398261,SRX17641323,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2737,3734566,SRR21641394,2737,3919690
504,SRP398261,SRX17641322,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2790,5295929,SRR21641395,2790,5935930
505,SRP398261,SRX17641321,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2742,2652780,SRR21641396,2742,2918169
506,SRP398261,SRX17641320,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2702,2750288,SRR21641397,2702,3028633
507,SRP398261,SRX17641319,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2797,2043420,SRR21641398,2797,2222230
508,SRP398261,SRX17641318,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2801,4869385,SRR21641399,2801,5447651
509,SRP398261,SRX17641317,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2828,2583436,SRR21641400,2828,2836697
510,SRP398261,SRX17641316,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2822,2103012,SRR21641401,2822,2288297
511,SRP398261,SRX17641315,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2729,3553818,SRR21641402,2729,3944412
512,SRP398261,SRX17641314,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2764,3386492,SRR21641403,2764,3756079
513,SRP398261,SRX17641313,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2728,2135020,SRR21641404,2728,2339484
514,SRP398261,SRX17641312,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2480,6452599,SRR21641405,2480,6872442
515,SRP398261,SRX17641311,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2643,5594565,SRR21641406,2643,6286541
516,SRP398261,SRX17641310,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2663,3200860,SRR21641407,2663,3546519
517,SRP398261,SRX17641309,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,1686,4152514,SRR21641408,1686,4646725
518,SRP398261,SRX17641308,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2732,4730593,SRR21641409,2732,5288887
519,SRP398261,SRX17641307,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2864,2788382,SRR21641410,2864,3074016
520,SRP398261,SRX17641306,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2865,2410594,SRR21641411,2865,2640139
521,SRP398261,SRX17641305,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2844,2664843,SRR21641412,2844,2931019
522,SRP398261,SRX17641304,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2775,2722491,SRR21641413,2775,2997037
523,SRP398261,SRX17641303,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2717,3620716,SRR21641414,2717,4020900
524,SRP398261,SRX17641302,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2796,2090830,SRR21641415,2796,2277007
525,SRP398261,SRX17641301,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2656,4790181,SRR21641416,2656,5064009
526,SRP398261,SRX17641300,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2677,3159514,SRR21641417,2677,3300112
527,SRP398261,SRX17641299,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2549,4330035,SRR21641418,2549,4563079
528,SRP395331,SRX17402535,scWGA of Homo sapiens (HCC-78 cell line),9606,Homo sapiens,WGA,GENOMIC,MDA,SRS14960506,sample_3,MinION,4571623,16208959823,SRR21397273,4571623,18804433238
529,SRP395331,SRX17402533,WGS of Homo sapiens (HCC-78 cell line),9606,Homo sapiens,WGS,GENOMIC,RANDOM,SRS14960504,sample_1,MinION,3412431,10962563824,SRR21397275,3412431,12854787685
530,SRP394499,SRX17289574,16S of sample32,939928,rhizosphere metagenome,AMPLICON,GENOMIC,PCR,SRS14854019,R10_4,Illumina HiSeq 2500,135448,20709027,SRR21280237,135448,65556832
531,SRP390159,SRX17023197,Oxford MinIon sequencing of E. lenta cgr knockout strain,84112,Eggerthella lenta,WGS,GENOMIC,RANDOM,SRS14468784,PJT401_cgrKO,MinION,88068,364123577,SRR21006450,88068,407573563
532,ERP133088,ERX9131239,MinION sequencing,256318,metagenome,WGS,METAGENOMIC,RANDOM,ERS8296813,SAMEA10644976,MinION,10365370,32138813180,ERR9580865,10365370,35712490234
533,ERP133088,ERX9132054,PromethION sequencing,256318,metagenome,WGS,METAGENOMIC,RANDOM,ERS8296814,SAMEA10644977,PromethION,,,ERR9581684,,
534,ERP133088,ERX6858259,PromethION sequencing; Raw reads: Zymo_HMW_R104,256318,metagenome,WGS,METAGENOMIC,RANDOM,ERS8296814,SAMEA10644977,PromethION,18831686,47665770413,ERR7287988,18831686,53221766826
535,ERP133088,ERX6825148,MinION sequencing; Raw reads: Zymo_HMW_R941,256318,metagenome,WGS,METAGENOMIC,RANDOM,ERS8296813,SAMEA10644976,MinION,8851918,28107982796,ERR7255742,8851918,31995546765
536,ERP133088,ERX6825093,Illumina MiSeq paired end sequencing; Raw reads: Zymo_HMW_IL,256318,metagenome,WGS,METAGENOMIC,RANDOM,ERS8296812,SAMEA10644975,Illumina MiSeq,24887493,3349044178,ERR7255689,24887493,7516022886
537,ERP110463,ERX2757295,Illumina MiSeq sequencing,410658,soil metagenome,AMPLICON,GENOMIC,PCR,ERS2658117,SAMEA4838251,Illumina MiSeq,,,ERR2744222,,
538,SRP153131,SRX4383247,R10-4,410658,soil metagenome,RNA-Seq,OTHER,PCR,SRS3539473,R10-4,Illumina MiSeq,72887,19770847,SRR7513192,72887,34974487
